FID,id,satellite,satellite_nssdc_id,satellite_operating_agency,sensor,orbit,start_dt,stop_dt,filename,process_dt,process_algorithm,process_algorithm_version,load_dt,latitude,longitude,location,temp_kelvin,datetime,power,confidence,age_hours,australian_state
hotspot_historic.fid-63ecba5d_1599bad38c1_50b0,10704762,TERRA,1999-068A,NASA,MODIS,85303,2016-01-01T02:08:30,2016-01-01T02:20:00,Terra20160101T020830Z20160101T022000Zhotspots.txt,,MOD14,5.0.1,,-18.2639,126.1034,POINT (14037767.277175913 -2068455.07718592),326.7,2016-01-01T02:11:40,8.4,61,8999,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_50b1,10704763,TERRA,1999-068A,NASA,MODIS,85303,2016-01-01T02:08:30,2016-01-01T02:20:00,Terra20160101T020830Z20160101T022000Zhotspots.txt,,MOD14,5.0.1,,-22.2403,116.6135,POINT (12981354.883023957 -2540398.510101753),337,2016-01-01T02:08:30,17.9,88,8999,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_50a9,10709457,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21647,2016-01-01T04:50:29,2016-01-01T05:01:50,Npp20160101T045029Z20160101T050150Zhotspots.txt,,VIIRS (AER),6,,-20.1378,127.9618,POINT (14244638.075530572 -2289358.3622063934),,2016-01-01T04:56:09,,100,8996,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_50aa,10709446,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21647,2016-01-01T04:50:29,2016-01-01T05:01:50,Npp20160101T045029Z20160101T050150Zhotspots.txt,,VIIRS (AER),6,,-17.6908,125.0904,POINT (13924995.512305748 -2001383.8391091444),,2016-01-01T04:56:09,,80,8996,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_50ab,10709448,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21647,2016-01-01T04:50:29,2016-01-01T05:01:50,Npp20160101T045029Z20160101T050150Zhotspots.txt,,VIIRS (AER),6,,-16.617,124.1345,POINT (13818587.437446276 -1876288.8459984583),,2016-01-01T04:56:09,,50,8996,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_50ac,10709449,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21647,2016-01-01T04:50:29,2016-01-01T05:01:50,Npp20160101T045029Z20160101T050150Zhotspots.txt,,VIIRS (AER),6,,-16.6061,124.1556,POINT (13820940.063564701 -1875017.8545916954),,2016-01-01T04:56:09,,100,8996,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_50ad,10709451,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21647,2016-01-01T04:50:29,2016-01-01T05:01:50,Npp20160101T045029Z20160101T050150Zhotspots.txt,,VIIRS (AER),6,,-15.6881,128.745,POINT (14331832.406279128 -1768628.5536096282),,2016-01-01T04:56:09,,0,8996,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_50ae,10709447,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21647,2016-01-01T04:50:29,2016-01-01T05:01:50,Npp20160101T045029Z20160101T050150Zhotspots.txt,,VIIRS (AER),6,,-16.7054,124.1538,POINT (13820740.467717709 -1886557.599113432),,2016-01-01T04:56:09,,86,8996,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_50af,10709450,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21647,2016-01-01T04:50:29,2016-01-01T05:01:50,Npp20160101T045029Z20160101T050150Zhotspots.txt,,VIIRS (AER),6,,-16.6696,122.9834,POINT (13690445.011245852 -1882401.4441051253),,2016-01-01T04:56:09,,89,8996,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_50a4,10704833,AQUA,2002-022A,NASA,MODIS,72666,2016-01-01T06:31:41,2016-01-01T06:36:59,Aqua20160101T063141Z20160101T063659Zhotspots.txt,,MOD14,5.0.1,,-31.381,115.62,POINT (12870757.299128475 -3682327.8138331505),375.8,2016-01-01T06:34:30,123.3,100,8995,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_50a5,10704836,AQUA,2002-022A,NASA,MODIS,72666,2016-01-01T06:31:41,2016-01-01T06:36:59,Aqua20160101T063141Z20160101T063659Zhotspots.txt,,MOD14,5.0.1,,-31.373,115.6006,POINT (12868596.699131666 -3681288.4961526124),347.2,2016-01-01T06:33:00,42.6,94,8995,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_50a6,10704834,AQUA,2002-022A,NASA,MODIS,72666,2016-01-01T06:31:41,2016-01-01T06:36:59,Aqua20160101T063141Z20160101T063659Zhotspots.txt,,MOD14,5.0.1,,-31.3669,115.6335,POINT (12872258.887739789 -3680490.7156878426),339.8,2016-01-01T06:31:40,25.9,90,8995,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_50a7,10704832,AQUA,2002-022A,NASA,MODIS,72666,2016-01-01T06:31:41,2016-01-01T06:36:59,Aqua20160101T063141Z20160101T063659Zhotspots.txt,,MOD14,5.0.1,,-31.378,115.6364,POINT (12872584.942528317 -3681931.1650663023),358.2,2016-01-01T06:31:40,66.2,99,8995,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_50a8,10704835,AQUA,2002-022A,NASA,MODIS,72666,2016-01-01T06:31:41,2016-01-01T06:36:59,Aqua20160101T063141Z20160101T063659Zhotspots.txt,,MOD14,5.0.1,,-31.37,115.617,POINT (12870428.572672162 -3680889.6646158714),420.7,2016-01-01T06:31:40,376.4,100,8995,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_50a2,10704866,TERRA,1999-068A,NASA,MODIS,85310,2016-01-01T14:16:15,2016-01-01T14:29:08,Terra20160101T141615Z20160101T142908Zhotspots.txt,,MOD14,5.0.1,,-16.6044,124.1463,POINT (13819899.671603745 -1874822.4668481222),312.5,2016-01-01T14:23:10,9.1,79,8987,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_50a3,10704865,TERRA,1999-068A,NASA,MODIS,85310,2016-01-01T14:16:15,2016-01-01T14:29:08,Terra20160101T141615Z20160101T142908Zhotspots.txt,,MOD14,5.0.1,,-16.7051,124.149,POINT (13820203.685133105 -1886529.0078552298),309.7,2016-01-01T14:16:20,7.3,67,8987,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_50a1,10704881,AQUA,2002-022A,NASA,MODIS,72673,2016-01-01T17:26:44,2016-01-01T17:36:54,Aqua20160101T172644Z20160101T173654Zhotspots.txt,,MOD14,5.0.1,,-22.903,117.7858,POINT (13111849.824023316 -2620294.873499651),310.8,2016-01-01T17:27:20,9.8,72,8984,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_509d,10704885,NOAA 19,2009-005A,NOAA,AVHRR,35551,2016-01-01T18:07:50,2016-01-01T18:22:19,Noaa1920160101T180750Z20160101T182219Zhotspots.txt,,GA AVHRR,1.0.0,,-34.92,118.2,POINT (13157963.811764933 -4153014.771107749),338.4,2016-01-01T18:15:04,,,8983,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_509e,10704883,NOAA 19,2009-005A,NOAA,AVHRR,35551,2016-01-01T18:07:50,2016-01-01T18:22:19,Noaa1920160101T180750Z20160101T182219Zhotspots.txt,,GA AVHRR,1.0.0,,-22.91,117.79,POINT (13112322.820539694 -2621138.282458812),310.3,2016-01-01T18:15:04,,,8983,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_509f,10704882,NOAA 19,2009-005A,NOAA,AVHRR,35551,2016-01-01T18:07:50,2016-01-01T18:22:19,Noaa1920160101T180750Z20160101T182219Zhotspots.txt,,GA AVHRR,1.0.0,,-22.91,117.78,POINT (13111209.62563176 -2621138.282458812),307.2,2016-01-01T18:15:04,,,8983,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_50a0,10704884,NOAA 19,2009-005A,NOAA,AVHRR,35551,2016-01-01T18:07:50,2016-01-01T18:22:19,Noaa1920160101T180750Z20160101T182219Zhotspots.txt,,GA AVHRR,1.0.0,,-34.92,118.19,POINT (13156850.616857005 -4153014.771107749),326.1,2016-01-01T18:15:04,,,8983,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_509b,10704970,TERRA,1999-068A,NASA,MODIS,85317,2016-01-02T01:13:12,2016-01-02T01:21:00,Terra20160102T011312Z20160102T012100Zhotspots.txt,,MOD14,5.0.1,,-18.7585,127.5696,POINT (14200986.586244788 -2126523.6145183174),330.9,2016-01-02T01:18:10,13.1,83,8976,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_509c,10704969,TERRA,1999-068A,NASA,MODIS,85317,2016-01-02T01:13:12,2016-01-02T01:21:00,Terra20160102T011312Z20160102T012100Zhotspots.txt,,MOD14,5.0.1,,-18.7492,127.5524,POINT (14199062.985443877 -2125425.5951372464),332.2,2016-01-02T01:13:10,15.6,85,8976,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_508e,10710069,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21661,2016-01-02T04:30:08,2016-01-02T04:45:47,Npp20160102T043008Z20160102T044547Zhotspots.txt,,VIIRS (AER),6,,-17.4707,122.7292,POINT (13662153.162660742 -1975691.3800339862),,2016-01-02T04:37:57,,92,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_508f,10710067,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21661,2016-01-02T04:30:08,2016-01-02T04:45:47,Npp20160102T043008Z20160102T044547Zhotspots.txt,,VIIRS (AER),6,,-17.6787,125.0999,POINT (13926055.385177592 -1999970.6460037355),,2016-01-02T04:37:57,,44,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5090,10710066,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21661,2016-01-02T04:30:08,2016-01-02T04:45:47,Npp20160102T043008Z20160102T044547Zhotspots.txt,,VIIRS (AER),6,,-17.678,125.1067,POINT (13926817.25577258 -1999888.8601450638),,2016-01-02T04:37:57,,100,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5091,10710064,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21661,2016-01-02T04:30:08,2016-01-02T04:45:47,Npp20160102T043008Z20160102T044547Zhotspots.txt,,VIIRS (AER),6,,-18.7458,127.5416,POINT (14197868.861266138 -2125035.1898275698),,2016-01-02T04:37:57,,100,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5092,10710063,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21661,2016-01-02T04:30:08,2016-01-02T04:45:47,Npp20160102T043008Z20160102T044547Zhotspots.txt,,VIIRS (AER),6,,-18.7447,127.5514,POINT (14198957.677205589 -2124902.0000109714),,2016-01-02T04:37:57,,100,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5093,10710062,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21661,2016-01-02T04:30:08,2016-01-02T04:45:47,Npp20160102T043008Z20160102T044547Zhotspots.txt,,VIIRS (AER),6,,-18.9461,128.331,POINT (14285745.914451733 -2148590.266245724),,2016-01-02T04:37:57,,100,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5094,10710061,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21661,2016-01-02T04:30:08,2016-01-02T04:45:47,Npp20160102T043008Z20160102T044547Zhotspots.txt,,VIIRS (AER),6,,-18.9548,128.3322,POINT (14285873.375268688 -2149617.305939095),,2016-01-02T04:37:57,,98,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5095,10710060,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21661,2016-01-02T04:30:08,2016-01-02T04:45:47,Npp20160102T043008Z20160102T044547Zhotspots.txt,,VIIRS (AER),6,,-19.0017,128.3112,POINT (14283537.781032357 -2155133.7088611545),,2016-01-02T04:37:57,,100,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5096,10710059,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21661,2016-01-02T04:30:08,2016-01-02T04:45:47,Npp20160102T043008Z20160102T044547Zhotspots.txt,,VIIRS (AER),6,,-19.0006,128.32,POINT (14284521.288733516 -2155007.9683013554),,2016-01-02T04:37:57,,100,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5097,10710115,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21661,2016-01-02T04:30:08,2016-01-02T04:45:47,Npp20160102T043008Z20160102T044547Zhotspots.txt,,VIIRS (AER),6,,-16.6928,123.034,POINT (13696081.005745223 -1885096.1216094976),,2016-01-02T04:37:57,,66,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5098,10710114,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21661,2016-01-02T04:30:08,2016-01-02T04:45:47,Npp20160102T043008Z20160102T044547Zhotspots.txt,,VIIRS (AER),6,,-16.6919,123.0429,POINT (13697078.094424253 -1884989.6670473244),,2016-01-02T04:37:57,,66,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5099,10710070,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21661,2016-01-02T04:30:08,2016-01-02T04:45:47,Npp20160102T043008Z20160102T044547Zhotspots.txt,,VIIRS (AER),6,,-17.466,122.65,POINT (13653331.426973848 -1975135.6478463307),,2016-01-02T04:37:57,,100,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_509a,10710068,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21661,2016-01-02T04:30:08,2016-01-02T04:45:47,Npp20160102T043008Z20160102T044547Zhotspots.txt,,VIIRS (AER),6,,-17.4698,122.7389,POINT (13663235.967347689 -1975580.1624122064),,2016-01-02T04:37:57,,50,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_506b,10705154,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-19.0064,128.3126,POINT (14283697.413182156 -2155689.308132272),342.4,2016-01-02T05:44:30,27.3,91,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_506c,10705160,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-18.7344,127.5601,POINT (14199924.15302466 -2123691.3420312367),352.2,2016-01-02T05:40:10,44.8,96,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_506d,10705144,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-22.9133,117.7747,POINT (13110618.407816157 -2621536.375934358),380.1,2016-01-02T05:40:10,129.7,100,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_506e,10705162,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-18.7415,127.5209,POINT (14195557.089400833 -2124529.1203001146),342.2,2016-01-02T05:40:00,24.6,89,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_506f,10705170,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-17.3894,122.6544,POINT (13653825.796832459 -1966205.0782985792),340.4,2016-01-02T05:40:00,20,90,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5070,10705145,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-22.9026,117.7731,POINT (13110440.073991904 -2620246.897535981),347.8,2016-01-02T05:39:50,31.7,94,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5071,10705167,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-17.4712,122.7273,POINT (13661945.885768881 -1975746.347195304),337.5,2016-01-02T05:38:40,15,88,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5072,10705143,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-22.9116,117.7892,POINT (13112234.544183495 -2621325.8468499295),348.2,2016-01-02T05:37:40,31.4,94,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5073,10705173,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-16.7077,123.0491,POINT (13697761.818736708 -1886830.263939056),383.6,2016-01-02T05:36:50,151.3,100,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5074,10705161,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-18.738,127.5404,POINT (14197727.819471309 -2124112.7540702773),378.6,2016-01-02T05:36:00,126.6,100,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5075,10705176,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-16.6998,123.0368,POINT (13696389.249415232 -1885912.0965085076),380.3,2016-01-02T05:35:10,135.1,100,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5076,10705156,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-18.9381,128.3387,POINT (14286600.40286306 -2147644.7215939322),333.4,2016-01-02T05:34:50,11.6,54,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5077,10705142,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-22.924,117.7763,POINT (13110796.741640411 -2622825.9558394835),366.6,2016-01-02T05:34:30,83.8,100,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5078,10705133,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-34.9271,118.1914,POINT (13157011.362201713 -4153973.16620737),319.7,2016-01-02T05:34:30,15.5,0,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5079,10705163,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-18.6313,127.5536,POINT (14199203.915919224 -2111574.951295789),335.2,2016-01-02T05:34:10,12.3,87,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_507a,10705134,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-34.929,118.1696,POINT (13154576.470979586 -4154235.215203201),339.5,2016-01-02T05:34:10,44.1,78,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_507b,10705166,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-17.4697,122.7376,POINT (13663089.025619838 -1975564.2908998001),345.4,2016-01-02T05:34:00,29.6,93,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_507c,10705136,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-34.9327,118.127,POINT (13149836.487061612 -4154743.8522478244),313.7,2016-01-02T05:34:00,9.9,59,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_507d,10705132,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-34.9433,118.1495,POINT (13152347.075537471 -4156175.6558216484),326.5,2016-01-02T05:34:00,23.8,65,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_507e,10705157,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-18.7596,127.5652,POINT (14200489.767357377 -2126647.410023343),340.6,2016-01-02T05:34:00,20.1,90,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_507f,10705137,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-27.9988,122.9729,POINT (13689278.93957979 -3248822.4979477646),343.4,2016-01-02T05:34:00,23.3,92,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5080,10705131,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-34.9557,118.1509,POINT (13152496.577613605 -4157861.492876386),328.3,2016-01-02T05:33:50,26.9,71,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5081,10705172,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-16.6282,124.1247,POINT (13817499.512062747 -1877589.5351689265),339.4,2016-01-02T05:33:50,14.7,73,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5082,10705135,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-34.9309,118.148,POINT (13152179.762342807 -4154493.1969201593),393.9,2016-01-02T05:33:40,219.4,94,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5083,10705177,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-16.7015,123.026,POINT (13695190.895096842 -1886109.5574115117),332.8,2016-01-02T05:33:40,10,84,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5084,10705175,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-16.6981,123.0475,POINT (13697584.264148895 -1885715.218463607),399.3,2016-01-02T05:33:40,229.1,100,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5085,10705174,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-16.7094,123.0384,POINT (13696568.47379541 -1887026.2220597663),349.3,2016-01-02T05:33:40,41.1,95,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5086,10705171,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-17.3645,122.6293,POINT (13651029.896501692 -1963297.7508101915),341.1,2016-01-02T05:33:40,17.7,86,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5087,10705169,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-17.4727,122.6541,POINT (13653790.06327591 -1975924.6705151806),338.9,2016-01-02T05:33:40,18.2,89,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5088,10705168,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-17.4603,122.736,POINT (13662911.58235151 -1974470.9356149042),338,2016-01-02T05:33:40,16.9,89,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5089,10705165,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-17.6863,125.1033,POINT (13926440.9958937 -2000864.9367325092),334.5,2016-01-02T05:33:40,12.3,79,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_508a,10705141,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-22.9222,117.7906,POINT (13112392.617860422 -2622616.8605414517),359.8,2016-01-02T05:33:40,61.4,99,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_508b,10705155,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-18.9494,128.3235,POINT (14284906.899449624 -2148978.5482595614),336.3,2016-01-02T05:33:40,16.2,72,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_508c,10705158,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-18.747,127.5626,POINT (14200203.56494655 -2125169.908768464),372,2016-01-02T05:33:40,100,100,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_508d,10705159,AQUA,2002-022A,NASA,MODIS,72680,2016-01-02T05:33:40,2016-01-02T05:46:03,Aqua20160102T053340Z20160102T054603Zhotspots.txt,,MOD14,5.0.1,,-18.7505,127.5429,POINT (14198015.802993989 -2125587.472762171),351.9,2016-01-02T05:33:40,43.7,96,8972,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_505d,10710900,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21662,2016-01-02T06:13:59,2016-01-02T06:22:29,Npp20160102T061359Z20160102T062229Zhotspots.txt,,VIIRS (AER),6,,-22.919,117.7763,POINT (13110801.862336984 -2622222.366624967),,2016-01-02T06:18:14,,89,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_505e,10710887,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21662,2016-01-02T06:13:59,2016-01-02T06:22:29,Npp20160102T061359Z20160102T062229Zhotspots.txt,,VIIRS (AER),6,,-34.9209,118.1931,POINT (13157193.146930175 -4153131.528248308),,2016-01-02T06:18:14,,43,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_505f,10710888,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21662,2016-01-02T06:13:59,2016-01-02T06:22:29,Npp20160102T061359Z20160102T062229Zhotspots.txt,,VIIRS (AER),6,,-34.927,118.1609,POINT (13153607.434812231 -4153964.8839302734),,2016-01-02T06:18:14,,78,8971,WA 
